,type,title,author,date,price,sales,review_num,review_score
283,[도서],흙의 학교,기무라 아키노리,2015년 01월,11700,444,5,9.6
284,[도서],식물 심고 그림책 읽으며 아이들과 열두 달,이태용,2021년 11월,16200,420,2,7.0
285,[도서],허수아비 일기,싼마오,2021년 05월,13500,390,18,9.7
286,[도서],"그건, 사랑이었네",한비야,2009년 07월,10800,426,373,9.1
287,[도서],도서관을 떠나는 책들을 위하여,오수완,2020년 04월,11700,468,18,9.1
288,[도서],세계를 발칵 뒤집은 판결 31,L. 레너드 케스터,2014년 05월,18000,342,18,9.4
289,[도서],맛의 천재,알레산드로 마르초 마뇨,2016년 06월,20700,318,9,9.5
290,[도서],오전을 사는 이에게 오후도 미래다,이국환,2019년 09월,13500,1524,8,9.7
291,[도서],매혹하는 식물의 뇌,스테파노 만쿠소,2016년 05월,14400,972,14,9.2
292,[eBook],메트로폴리스,벤 윌슨,2021년 02월,18900,996,2,9.0
293,[도서],카이사르의 마지막 숨,샘 킨,2021년 08월,18000,1140,33,9.8
294,[도서],유전자는 네가 한 일을 알고 있다,이충호,2015년 09월,17100,888,4,7.0
295,[도서],엄마의 죽음은 처음이니까 ,권혁란,2020년 01월,12600,978,5,9.8
296,[도서],보이지 않는 침입자들의 세계,신의철,2021년 03월,15300,912,35,9.8
297,[도서],동물의 무기,더글러스 엠린,2018년 06월,17550,888,22,9.0
298,[eBook],"우리, 이토록 작은 존재들을 위하여",사샤 세이건,2021년 07월,12000,816,0,0
299,[eBook],나는 천국을 보았다,이븐 알렉산더,2016년 08월,7560,720,1,6.0
300,[도서],고규홍의 한국의 나무 특강,고규홍,2012년 11월,20700,750,2,10.0
301,[도서],저도 과학은 어렵습니다만,이정모,2018년 01월,13500,2202,28,8.2
302,[eBook],뉴스의 시대,알랭 드 보통,2014년 10월,11300,504,5,7.8
303,[도서],감정은 패턴이다,랜디 타란,2019년 08월,14400,528,10,9.7
304,[도서],권영민 교수의 문학 콘서트,권영민,2017년 03월,13500,510,0,0
305,[도서],새의 감각,팀 버케드,2015년 02월,18000,468,11,8.8
306,[eBook],소비의 역사,설혜심,2018년 01월,17500,432,3,8.6
307,[도서],"일상, 과학다반사",심혜진,2019년 12월,14220,474,33,9.3
308,[도서],채소의 인문학,정혜경,2017년 06월,15300,480,1,7.0
309,[도서],나는 클림트를 보면 베토벤이 들린다,권순훤,2014년 01월,14400,648,5,8.8
310,[eBook],위장환경주의,카트린 하르트만,2019년 10월,14000,354,0,0
311,[도서],문어의 영혼,사이 몽고메리,2017년 06월,15200,372,4,8.3
312,[도서],식물학자의 식탁,스쥔,2019년 06월,15750,312,35,9.2
313,[도서],방관시대의 사람들,류전윈,2019년 10월,13500,276,0,0
314,[도서],포크를 생각하다,비 윌슨,2013년 12월,18000,252,6,9.0
315,[도서],알아두면 쓸모있는 신박한 조직생활 가이드,전충렬,2020년 06월,14400,204,2,9.0
316,[도서],세계문학여행,김한식,2015년 04월,19800,171,3,9.0
317,[eBook],내가 정말 알아야 할 수학은 초등학교에서 모두 배웠다,최수일,2020년 03월,10500,138,5,9.0
318,[도서],실은 나도 식물이 알고 싶었어,안드레아스 바를라게,2020년 03월,15120,1242,28,9.6
319,[도서],더 월,존 란체스터,2020년 04월,11700,1260,21,8.9
320,[도서],일본인 심리 상자,유영수,2016년 08월,14220,1308,10,9.3
321,[도서],미루기의 천재들,앤드루 산텔라,2019년 02월,12420,4146,13,8.0
322,[eBook],그 겨울의 일주일,메이브 빈치,2018년 03월,9360,588,7,9.0
323,[도서],오늘도 이상한 사람 때문에 힘들었습니다,정희정,2020년 09월,13500,528,18,9.3
324,[도서],데이비드 버커스 경영의 이동,데이비드 버커스,2016년 09월,13500,618,20,8.9
325,[도서],지구별 생태사상가,황대권,2020년 11월,17100,642,6,10.0
326,[도서],전쟁사에서 건진 별미들,윤덕노,2016년 09월,12600,450,28,8.7
327,[도서],5년 후 나는 어디에 있을 것인가,이용덕,2020년 06월,15300,612,23,8.9
328,[도서],아름다움의 진화,리처드 프럼,2019년 04월,22500,432,15,9.4
329,[도서],이명현의 과학책방,이명현,2018년 09월,15300,372,1,10.0
330,[도서],보이는 경제학 안 보이는 경제학,헨리 해즐릿,2020년 01월,14400,396,15,9.5
331,[도서],한나 아렌트,알로이스 프린츠,2019년 09월,13500,378,26,9.4
332,[도서],칼 세이건의 말,칼 에드워드 세이건,2016년 12월,15750,396,3,8.0
333,[도서],애쓰다 지친 나를 위해,서덕,2019년 11월,12420,444,25,9.5
334,[도서],바벨탑 공화국,강준만,2019년 02월,13500,372,48,9.1
335,[도서],철학으로 현대음악 읽기,박영욱,2018년 12월,17100,342,0,0
336,[도서],국경의 도서관,황경신,2015년 12월,12420,294,53,8.7
337,[도서],당신이 최고의 교사입니다,레이프 에스퀴스,2014년 05월,14400,300,4,9.8
338,[도서],법에도 심장이 있다면,박영화,2019년 08월,13500,336,20,9.2
339,[도서],뇌과학자들,샘 킨,2016년 07월,18000,228,20,9.4
340,[eBook],내일,기욤 뮈소,2013년 12월,9000,258,5,9.6
341,[eBook],체육관으로 간 뇌과학자,웬디 스즈키,2019년 06월,11900,258,0,0
342,[도서],인정의 시대,문성훈,2014년 12월,19800,186,1,8.0
343,[도서],시간은 왜 흘러가는가,앨런 버딕,2017년 12월,24300,162,3,10.0
344,[eBook],언어 공부,롬브 커토,2017년 10월,12000,210,1,8.0
345,[도서],혼자가 편한 당신에게   ,이와이 도시노리,2018년 04월,12600,126,5,7.8
346,[eBook],나의 페르시아어 수업,마리암 마지디,2018년 04월,7200,114,2,9.0
347,[도서],감염병 인류,박한선,2021년 04월,18000,1428,19,9.2
348,[도서],탄소 문명,사토 겐타로,2015년 03월,13500,1212,6,9.4
349,[도서],핀란드 사람들은 왜 중고가게에 갈까?,박현선,2019년 11월,15120,1266,26,9.1
350,[eBook],바디 : 우리 몸 안내서,빌 브라이슨,2020년 01월,16100,948,7,9.5
351,[도서],디어 에번 핸슨,밸 에미치,2019년 05월,13050,1080,20,9.2
352,[eBook],요즘 애들,앤 헬렌 피터슨,2021년 11월,12600,1890,3,8.3
353,[도서],한국의 미학,최광진,2015년 09월,20000,786,2,8.0
354,[도서],초고령사회 일본에서 길을 찾다,김웅철,2017년 10월,15120,861,5,7.2
355,[도서],시시콜콜한 조선의 일기들,박영서,2021년 04월,13500,738,32,9.6
356,[도서],유품정리사,정명섭,2019년 05월,12600,765,29,9.2
357,[도서],보라색 히비스커스,치마만다 응고지 아디치에,2019년 06월,13500,606,48,9.4
358,[도서],소년이로,편혜영,2019년 04월,11700,564,11,8.9
359,[도서],코로나 이후의 교육을 말하다,김용,2021년 06월,14400,888,5,10.0
360,[도서],탈세의 세계사,오무라 오지로,2019년 12월,15300,540,1,8.0
361,[eBook],직장이 없는 시대가 온다,새라 케슬러,2019년 02월,13200,528,1,8.0
362,[도서],동물에게 배우는 노년의 삶,앤 이니스 대그,2016년 07월,15120,408,1,8.0
363,[eBook],"알고리즘, 인생을 계산하다",브라이언 크리스천,2018년 03월,14000,408,3,8.0
364,[도서],진 브로디 선생의 전성기,뮤리얼 스파크,2018년 02월,10350,420,5,8.6
365,[도서],궁궐로 떠나는 힐링여행 창경궁,이향우,2014년 05월,13500,444,21,9.3
366,[도서],언더그라운드 레일로드,콜슨 화이트헤드,2017년 09월,12600,498,55,8.8
367,[eBook],[대여] 방구석 미술관,조원재,2018년 08월,8400,408,20,9.0
368,[도서],기쁨의 정원,조병준,2016년 06월,15300,468,9,9.4
369,[도서],공간을 말하다,이상호,2020년 03월,16200,390,8,9.9
370,[도서],생각한다면 과학자처럼,데이비드 헬펀드,2017년 09월,16200,396,35,9.2
371,[도서],"릴리에게, 할아버지가",앨런 맥팔레인,2015년 07월,12600,336,3,9.4
372,[eBook],가족 공부,최광현,2022년 07월,11200,312,0,0
373,[도서],무엇을 먹고 어떻게 분배할 것인가,발렌틴 투른,2017년 05월,18000,426,0,0
374,[도서],클락 댄스 ,앤 타일러,2019년 11월,13320,288,75,9.4
375,[eBook],감정 폭력,베르너 바르텐스,2019년 09월,10500,300,189,8.4
376,[도서],내가 우울한 건 다 오스트랄로피테쿠스 때문이야,박한선,2018년 11월,12600,222,4,8.3
377,[도서],음식으로 보는 미래 과학,마티 조프슨,2019년 05월,13500,420,11,9.0
378,[도서],어느 날 문득 경제공부를 해야겠다면,김경민,2020년 06월,14400,228,0,0
379,[eBook],낯선 삼일운동,정병욱,2022년 08월,11900,204,0,0
380,[도서],풀빵이 어때서?,김학찬,2013년 05월,11700,888,3,8.0
381,[도서],노라와 모라,김선재,2020년 11월,13500,144,78,9.4
382,[도서],검은 수련,미셸 뷔시,2015년 02월,12420,168,68,8.6
383,[도서],간디의 편지,마하트마 간디,2018년 01월,7200,174,7,8.5
384,[도서],잡담의 인문학,토머스 W,2017년 07월,15300,168,23,9.4
385,[eBook],미토콘드리아의 기적,김자영,2017년 07월,9800,144,0,0
386,[eBook],보이지 않는 침입자들의 세계,신의철,2021년 04월,13600,144,1,10.0
387,[도서],발도르프 육아예술,이정희,2017년 01월,12600,1446,5,9.6
388,[도서],세계문학 브런치,정시몬,2016년 11월,16200,180,16,9.3
389,[도서],잃어버린 본성을 찾아서,김형근,2015년 10월,17100,114,0,0
390,[eBook],목소리를 삼킨 아이,파리누쉬 사니이,2022년 01월,10500,96,0,0
391,[도서],에피소드 음악사,크리스티아네 테빙켈,2014년 09월,14400,150,2,8.5
392,[도서],오색섭생,홍영재,2013년 10월,22500,120,10,9.1
393,[eBook],"[epub3.0] 의심의 철학 - 베냐민, 예술을 의심하다",이진우,2019년 03월,1500,108,0,0
394,[도서],나도 그렇게 생각한다,프리츠 브라이트하우프트,2019년 06월,15300,120,42,9.0
395,[도서],37°C 의 비밀,Uwe Karstadt,2017년 02월,10800,96,29,9.1
396,[eBook],"공부, 삽질하지 마라!",황상민,2016년 12월,9100,120,0,0
397,[도서],남은 생의 첫날,비르지니 그리말디,2015년 09월,12420,84,53,9.0
398,[도서],마음에 지지 않는 용기,김이율,2015년 08월,12600,84,8,9.3
399,[도서],보라선 열차와 사라진 아이들,디파 아나파라,2021년 11월,14220,1164,81,9.4
400,[도서],날씨로 돈 버는 남자,반기성,2014년 09월,17820,60,1,10.0
401,[도서],"쓰레기, 문명의 그림자",카트린 드 실기,2014년 02월,16200,84,1,10.0
402,[도서],누가 이슬람을 지배하는가,류광철,2016년 11월,13500,72,2,6.5
403,[eBook],서른의 반격,손원평,2017년 10월,8750,918,5,9.4
404,[eBook],사람은 어떻게 생각하고 배우고 기억하는가,제레드 쿠니 호바스,2022년 02월,13600,954,0,0
405,[도서],상냥한 폭력의 시대,정이현,2016년 10월,12600,969,42,8.5
406,[eBook],애착 수업,오카다 다카시,2017년 12월,11200,822,1,10.0
407,[eBook],포스트트루스,리 매킨타이어,2019년 08월,11200,714,0,0
408,[도서],김변의 방과 후 법률사무소,김민철,2019년 04월,13500,750,12,9.6
409,[도서],현대 한국어로 철학하기,신우승,2022년 02월,11700,1800,1,8.0
410,[도서],소년은 어떻게 과학자가 되었나,오구리 히로시,2022년 06월,14850,666,0,0
411,[도서],나는 슈뢰딩거의 고양이로소이다,원종우,2019년 12월,12240,738,9,7.7
412,[도서],어웨이크,피터 홀린스,2019년 09월,12600,582,11,8.9
413,[eBook],잔류 인구,엘리자베스 문,2021년 10월,12000,558,1,10.0
414,[도서],로스트 심벌 2,댄 브라운,2009년 12월,11250,522,21,8.1
415,[eBook],질병이 바꾼 세계의 역사,로날트 D. 게르슈테,2020년 03월,11900,498,1,8.0
416,[도서],"세상을 바꾼 기술, 기술을 만든 사회",김명진,2019년 11월,15300,498,5,9.4
417,[eBook],지구를 살리는 옷장,박진영,2022년 04월,9800,456,0,0
418,[도서],취향의 경제,유승호,2021년 11월,16200,486,2,8.5
419,[도서],디자인은 어떻게 세상을 만들어가는가,스콧 버쿤,2021년 01월,14400,366,13,8.9
420,[eBook],마음의 미래,미치오 카쿠,2015년 04월,14400,414,5,8.2
421,[eBook],숫자가 만만해지는 책,브라이언 W. 커니핸,2020년 04월,10500,390,0,0
422,[eBook],나로서 충분히 괜찮은 사람,김재식,2022년 08월,11200,402,1,10.0
423,[도서],약한 게 아니라 아팠던 것이다,권순재,2019년 12월,13500,384,30,9.7
424,[도서],개와 사람의 행복한 동행을 위한 한 뼘 더 깊은 지식,마크 베코프,2019년 01월,17820,414,15,8.7
425,[도서],생각의 융합,김경집,2015년 03월,14850,414,34,9.3
426,[도서],"철학자의 음악서재, C#",최대환,2020년 10월,14850,402,8,8.7
427,[eBook],음식의 언어,댄 주래프스키,2015년 04월,11000,306,15,8.6
428,[도서],"뫼르소, 살인 사건",카멜 다우드,2017년 01월,11520,306,16,8.9
429,[도서],나의 반려동물도 나처럼 행복할까,데이비드 미치,2019년 04월,14400,300,1,10.0
430,[도서],밀레니얼은 어떻게 배우고 일하며 성장하는가,이상준,2020년 10월,13320,258,1,10.0
431,[eBook],미술관에 간 물리학자,서민아,2020년 02월,12600,258,1,10.0
432,[도서],과학의 민중사,클리퍼드 코너,2014년 01월,29700,234,0,0
433,[도서],"공부, 삽질하지 마라!",이은주,2016년 11월,11700,240,8,9.6
434,[도서],시네마 클래식,김성현,2015년 01월,13300,294,2,9.0
435,[eBook],있지만 없는 아이들,은유,2021년 08월,10500,1260,1,10.0
436,[도서],꿈꾸는 시인,나태주,2015년 02월,14400,174,1,8.0
437,[도서],옛 그림에도 사람이 살고 있네,이일수,2014년 04월,15300,168,24,9.2
438,[도서],"안녕, 인간 ",해나 프라이,2019년 07월,15120,1332,22,9.2
439,[도서],경이로운 수 이야기,알브레히트 보이텔슈프라허,2022년 03월,13320,996,0,0
440,[도서],숨을 참다,김종진,2022년 03월,16200,840,4,10.0
441,[도서],우주의 끝에서 철학하기,마크 롤랜즈,2014년 10월,16200,1992,16,8.6
442,[도서],너무 재밌어서 잠 못 드는 지구의 과학,신규진,2018년 04월,13500,786,16,9.1
443,[eBook],한 스푼의 시간,구병모,2016년 09월,8400,720,10,8.7
444,[도서],미토콘드리아의 기적,김자영,2016년 11월,12600,768,20,9.0
445,[eBook],개미와 공작,헬레나 크로닌,2016년 12월,28000,606,1,10.0
446,[eBook],포노 사피엔스,최재붕,2019년 03월,11760,612,12,7.6
447,[도서],"국보, 역사의 명장면을 담다",배한철,2020년 11월,15300,534,39,9.4
448,[eBook],"빌트, 우리가 지어올린 모든 것들의 과학",로마 아그라왈,2019년 09월,11000,540,2,8.5
449,[도서],배를 엮다,미우라 시온,2013년 04월,12150,516,65,8.5
450,[도서],끌리는 것들의 비밀,윤정원,2018년 11월,13410,492,28,9.4
451,[도서],로스트 심벌 1,댄 브라운,2009년 12월,11250,504,74,8.2
452,[eBook],송기원의 포스트 게놈 시대,송기원,2019년 06월,12000,492,0,0
453,[도서],라멘이 과학이라면,가와구치 도모카즈,2019년 04월,13500,504,9,8.3
454,[도서],삶은 어떻게 예술이 되는가,김형수,2015년 09월,11700,420,27,9.3
455,[도서],나는 왜 똑같은 생각만 할까,데이비드 니븐,2016년 05월,12420,408,18,8.9
456,[도서],걸작과 졸작 사이,김이산,2020년 10월,28800,534,2,9.5
457,[도서],멀리 가려면 함께 가라,이종선,2009년 08월,12600,594,49,7.6
458,[도서],의자의 배신,바이바 크레건리드,2020년 03월,25200,417,6,9.2
459,[eBook],"실례지만, 이 책이 시급합니다",이수은,2020년 11월,11200,318,1,8.0
460,[도서],시민의 물리학,유상균,2018년 08월,14850,342,1,8.0
461,[eBook],기후변화의 심리학,조지 마셜,2018년 02월,12600,318,0,0
462,[도서],도둑의 도시 가이드 ,제프 마노,2018년 06월,13500,372,35,8.6
463,[eBook],Z의 스마트폰 ,박준영,2022년 07월,12460,372,0,0
464,[도서],깃털,소어 핸슨,2013년 07월,16200,324,8,8.9
465,[도서],실력의 배신,박남기,2018년 12월,18000,1551,11,9.7
466,[도서],수영하는 여자들,리비 페이지,2018년 08월,12600,336,15,8.7
467,[도서],그 무렵 누군가,히가시노 게이고,2014년 04월,12420,360,28,8.1
468,[도서],아인슈타인의 주사위와 슈뢰딩거의 고양이,김성훈,2016년 12월,19800,300,3,9.4
469,[도서],조선의 밥상머리 교육 ,김미라,2018년 12월,13500,312,14,8.8
470,[도서],앙,두리안 스케가와,2015년 11월,10800,276,11,9.1
471,[도서],"건축, 근대소설을 거닐다",김소연,2020년 10월,14400,276,3,9.4
472,[도서],십대들의 중독,김미숙,2020년 01월,12600,390,4,9.6
473,[도서],새들의 천재성,제니퍼 애커먼,2017년 08월,18000,276,1,9.0
474,[도서],어릴 적 그 책,곽아람,2013년 12월,15300,252,16,9.2
475,[eBook],커피 얼룩의 비밀,송현수,2019년 02월,9000,252,1,10.0
476,[도서],파스타로 맛보는 후룩후룩 이탈리아 역사,이케가미 슌이치,2015년 09월,12600,342,8,8.6
477,[도서],과학은 놀이다,최원석,2014년 05월,13500,240,12,8.3
478,[도서],땜장이 의사의 국경 없는 도전,김용민,2019년 07월,13500,1269,0,0
479,[eBook],코끝의 언어,주드 스튜어트,2022년 05월,13900,204,0,0
480,[도서],월요일 아침의 심리학,하유진,2019년 04월,13500,240,16,9.4
481,[도서],꾸역꾸역이 뭐 어때서!,윤진오,2021년 02월,12600,156,3,10.0
482,[도서],청년 흙밥 보고서,변진경,2018년 12월,11700,168,1,8.0
483,[도서],두 사람의 역사,헬게 헤세,2018년 11월,14850,192,35,9.4
484,[eBook],뉴런하우스,김정규,2018년 05월,11200,168,0,0
485,[도서],디어 에드워드,앤 나폴리타노,2020년 08월,13500,156,43,9.3
486,[eBook],곽재식의 세균 박람회,곽재식,2022년 08월,9900,168,0,0
487,[eBook],탈세의 세계사,오무라 오지로,2020년 01월,12000,168,4,8.3
488,[도서],만년의 집,강상중,2019년 12월,11700,156,13,9.2
489,[도서],펭귄과 리바이어던,요차이 벤클러(요하이 벤클러),2013년 10월,14850,156,7,8.6
490,[도서],당신의 완벽한 1년,비프케 로렌츠,2017년 01월,13320,168,111,9.0
491,[eBook],지구의 밥상,구정은,2016년 05월,10500,78,0,0
492,[도서],탐욕의 울타리,박병상,2014년 11월,13500,144,2,8.5
493,[도서],청춘을 달리다 ,배순탁,2014년 11월,12150,120,56,8.7
494,[도서],나는 열등한 나를 사랑한다,최원호,2019년 12월,12600,120,10,9.8
495,[도서],우리가 농부로 살 수 있을까,종합재미상사,2018년 04월,13500,84,2,9.0
496,[eBook],운명의 과학,한나 크리츨로우,2020년 05월,11700,834,3,7.4
497,[도서],잠자는 추억들,파트릭 모디아노,2022년 03월,12600,798,0,0
498,[도서],넥스트 그린 레볼루션,조원경,2021년 07월,16200,726,14,9.4
499,[eBook],나를 힘들게 한 건 언제나 나였다,데일 카네기,2021년 12월,8200,678,0,0
500,[eBook],틀리지 않는 법,조던 엘렌버그,2016년 05월,16200,666,10,8.9
501,[도서],코로나 시대의 역발상 트렌드,민병운,2021년 07월,16200,636,27,9.8
502,[도서],최고의 수학자가 사랑한 문제들,이언 스튜어트,2020년 09월,15210,588,0,0
503,[도서],옆집의 나르시시스트,제프리 클루거,2016년 03월,15680,522,6,9.0
504,[도서],당신이 남긴 증오,앤지 토머스,2018년 10월,13500,606,70,9.4
505,[도서],영화로 만나는 치유의 심리학,김준기,2009년 07월,12420,606,113,9.0
506,[eBook],모든 것은 그 자리에,올리버 색스,2019년 11월,13860,510,0,0
507,[도서],남극에서 대한민국까지,김태훈,2021년 01월,13500,474,67,9.8
508,[도서],불편하면 따져봐,국가인권위원회,2014년 12월,12420,534,5,8.4
509,[도서],느림보 마음,문태준,2018년 03월,11700,480,0,0
510,[도서],그림 속 경제학,문소영,2014년 06월,14850,480,46,8.9
511,[eBook],예민한 사람을 위한 좋은 심리 습관,캐린 홀,2022년 02월,11200,426,0,0
512,[eBook],다크 데이터,데이비드 핸드,2021년 10월,15200,450,0,0
513,[도서],조선의 위기 대응 노트,김준태,2021년 08월,14400,450,2,6.5
514,[도서],즐겁지 않으면 인생이 아니다,린 마틴,2014년 07월,13320,450,26,8.5
515,[도서],삶의 무기가 되는 심리학,레온 빈트샤이트,2019년 07월,14400,546,4,8.6
516,[도서],세상을 바꾼 다섯 가지 상품 이야기,홍익희,2015년 06월,17100,378,46,9.1
517,[도서],내가 아무것도 아닐까 봐,박상아,2018년 09월,12420,390,24,9.6
518,[도서],과학자가 되는 방법,남궁석,2018년 08월,14250,396,1,9.0
519,[도서],우유보다 뇌과학,만프레드 슈피처,2020년 08월,12600,372,24,9.6
520,[도서],거의 떠나온 상태에서 떠나오기,데이비드 포스터 월리스,2020년 04월,13500,378,7,9.6
521,[도서],귀소본능,베른트 하인리히,2017년 11월,16200,372,21,8.7
522,[도서],호박 목걸이,메리 린리 테일러,2014년 03월,17550,378,22,7.8
523,[eBook],"한 공기의 사랑, 아낌의 인문학",강신주,2022년 05월,12600,402,0,0
524,[eBook],"70세 사망법안, 가결",가키야 미우,2018년 10월,10500,354,6,8.8
525,[도서],루시의 발자국,후안 호세 미야스,2021년 05월,14400,378,1,9.0
526,[도서],잠깐 머리 좀 식히고 오겠습니다,윤대현,2018년 06월,15300,342,11,9.0
527,[도서],존스 할아버지의 낡은 여행 가방,앤디 앤드루스,2018년 04월,12420,342,39,9.3
528,[도서],어두운 숲,니콜 크라우스,2020년 06월,13050,384,7,9.2
529,[eBook],불행은 어떻게 질병으로 이어지는가,네이딘 버크 해리스,2019년 12월,14850,342,2,10.0
530,[도서],식물의 힘,스티븐 리츠,2017년 09월,18000,342,13,9.0
531,[도서],정도전과 그의 시대 ,이덕일,2014년 01월,10800,318,15,9.3
532,[도서],진시황 강의,왕리췬,2013년 10월,19800,342,25,9.0
533,[도서],문학은 노래다,제갈인철,2015년 09월,12600,852,0,0
534,[도서],세계를 정복한 식물들,스티븐 해리스,2020년 08월,14250,288,16,9.5
535,[eBook],"1일 1페이지, 세상에서 가장 짧은 교양 수업 365 : 인물편",데이비드 S. 키더,2020년 07월,11200,306,3,8.7
536,[eBook],"취향을 설계하는 곳, 츠타야",마스다 무네아키,2017년 11월,11900,270,1,4.0
537,[도서],인간 증발,레나 모제,2017년 08월,13500,306,28,8.3
538,[eBook],"안녕, 인간",해나 프라이,2019년 07월,10530,306,0,0
539,[도서],먹는 인간,헨미 요,2017년 03월,14400,270,10,8.9
540,[eBook],"잠깐 애덤 스미스 씨, 저녁은 누가 차려줬어요?",카트리네 마르살,2017년 02월,10500,282,6,9.4
541,[eBook],공간이 사람을 움직인다,콜린 엘러드,2016년 11월,13600,282,0,0
542,[eBook],홀 The Hole,편혜영,2016년 09월,9000,222,9,8.7
543,[eBook],1984,조지 오웰,2012년 10월,7700,234,0,0
544,[eBook],모두 너와 이야기하고 싶어 해 - 오늘의 젊은 작가 27,은모든,2020년 06월,9100,246,1,10.0
545,[eBook],나는 슈뢰딩거의 고양이로소이다,원종우,2020년 03월,9600,222,2,9.0
546,[eBook],천년의 수업,김헌,2020년 04월,11200,222,4,9.3
547,[도서],128호실의 원고,카티 보니당,2020년 03월,13500,246,49,9.3
548,[도서],21세기 화폐전쟁,노르베르트 헤링,2019년 11월,15300,258,0,0
549,[eBook],작은마음동호회,윤이형,2019년 08월,10200,222,3,10.0
550,[도서],미래 공부,박성원,2019년 08월,15200,504,2,9.5
551,[eBook],백 살까지 유쾌하게 나이 드는 법,이근후,2019년 05월,10000,234,0,0
552,[도서],"일의 미래, 무엇이 바뀌고 무엇이 오는가",선대인,2017년 03월,14220,258,78,8.6
553,[도서],지구의 밥상,구정은,2016년 01월,12600,180,3,9.0
554,[eBook],악의,정해연,2016년 01월,8400,174,0,0
555,[도서],초협력사회,피터 터친,2018년 10월,17100,210,7,9.5
556,[eBook],관계 수업,데이비드 번즈,2015년 02월,10800,198,0,0
557,[eBook],스페인은 가우디다,김희곤,2014년 09월,11200,174,1,10.0
558,[도서],컨셔스,문성림,2020년 07월,13320,186,52,9.3
559,[eBook],세계 최고의 인재들은 왜 기본에 집중할까,도쓰카 다카마사,2014년 02월,9100,174,1,9.0
560,[도서],뒤뜰에 골칫거리가 산다 ,황선미,2014년 03월,13500,222,31,8.9
561,[eBook],언더그라운드 레일로드,콜슨 화이트헤드,2017년 09월,9800,198,12,8.6
562,[도서],르몽드 비판 경제학,르몽드 디플로마티크,2019년 09월,18000,198,8,9.8
563,[eBook],우리는 미래에 조금 먼저 도착했습니다,아누 파르타넨,2017년 06월,11000,174,0,0
564,[eBook],우아한 관찰주의자,에이미 E. 허먼,2017년 06월,12950,174,1,10.0
565,[도서],환생 블루스,마이클 푸어,2019년 07월,14850,186,25,9.3
566,[eBook],소년이로,편혜영,2019년 06월,9100,156,2,10.0
